LocalTime,Unnamed: 0,Temp,Hum,TempIn,HumIn,WindSpeed,WindDir,Bar,RainDay,Solar,UV,Memo
2016-12-06 16:40:00,0,,66.0,25.8,53.0,2.7,,1014.3,0.0,,,
2016-12-06 16:45:00,1,,65.0,25.8,53.0,1.8,,1014.4,0.0,,,
2016-12-06 16:50:00,2,,65.0,25.8,53.0,1.8,,1014.4,0.0,,,
2016-12-06 16:55:00,3,,65.0,25.8,53.0,1.8,,1014.4,0.0,,,
2016-12-06 17:00:00,4,,65.0,25.8,53.0,1.8,,1014.4,0.0,,,
2016-12-06 17:05:00,5,,65.0,25.8,53.0,1.8,,1014.4,0.0,,,
2016-12-06 17:10:00,6,,65.0,25.8,53.0,1.8,,1014.4,0.0,,,
2016-12-06 17:15:00,7,,,,,,,,0.0,,,
2016-12-06 17:20:00,8,,,,,,,,0.0,,,
2016-12-06 17:25:00,9,,,,,,,,0.0,,,
2016-12-06 17:30:00,10,21.8,67.0,26.0,52.0,1.3,,1014.5,0.0,0.0,0.0,
2016-12-06 17:35:00,11,21.8,67.0,26.0,52.0,1.8,,1014.5,0.0,0.0,0.0,
2016-12-06 17:40:00,12,21.8,67.0,26.0,52.0,2.2,,1014.6,0.0,0.0,0.0,
2016-12-06 17:45:00,13,21.8,67.0,26.1,52.0,2.2,,1014.7,0.0,0.0,0.0,
2016-12-06 17:50:00,14,21.7,68.0,26.2,52.0,2.2,,1014.7,0.0,0.0,0.0,
2016-12-06 17:55:00,15,21.6,68.0,26.3,52.0,1.8,,1014.8,0.0,0.0,0.0,
2016-12-06 18:00:00,16,21.6,68.0,26.4,52.0,3.6,,1014.9,0.0,0.0,0.0,
2016-12-06 18:05:00,17,21.3,67.0,26.5,52.0,2.7,,1015.0,0.0,0.0,0.0,
2016-12-06 18:10:00,18,21.3,68.0,26.6,52.0,1.3,,1015.1,0.0,0.0,0.0,
2016-12-06 18:15:00,19,21.2,68.0,26.6,52.0,2.2,,1015.3,0.0,0.0,0.0,
2016-12-06 18:20:00,20,21.2,68.0,26.7,52.0,2.7,,1015.3,0.0,0.0,0.0,
2016-12-06 18:25:00,21,21.1,69.0,26.7,52.0,2.7,,1015.5,0.0,0.0,0.0,
2016-12-06 18:30:00,22,20.9,69.0,26.8,52.0,2.2,,1015.6,0.0,0.0,0.0,
2016-12-06 18:35:00,23,20.9,69.0,26.8,52.0,2.2,,1015.6,0.0,0.0,0.0,
2016-12-06 18:40:00,24,20.8,69.0,26.8,52.0,2.7,,1015.6,0.0,0.0,0.0,
2016-12-06 18:45:00,25,20.7,70.0,26.9,52.0,2.7,,1015.7,0.0,0.0,0.0,
2016-12-06 18:50:00,26,20.7,70.0,26.9,52.0,2.2,,1015.8,0.0,0.0,0.0,
2016-12-06 18:55:00,27,20.7,70.0,26.9,52.0,0.9,,1015.8,0.0,0.0,0.0,
2016-12-06 19:00:00,28,20.7,70.0,26.9,52.0,2.2,,1015.7,0.0,0.0,0.0,
2016-12-06 19:05:00,29,20.7,70.0,27.0,52.0,1.3,,1015.7,0.0,0.0,0.0,
2016-12-06 19:10:00,30,20.8,69.0,27.0,52.0,3.1,,1015.7,0.0,0.0,0.0,
2016-12-06 19:15:00,31,20.8,69.0,27.1,51.0,2.7,,1015.8,0.0,0.0,0.0,
2016-12-06 19:20:00,32,20.8,69.0,27.1,51.0,4.0,,1015.8,0.0,0.0,0.0,
2016-12-06 19:25:00,33,20.8,69.0,27.1,51.0,1.8,,1015.9,0.0,0.0,0.0,
2016-12-06 19:30:00,34,20.8,70.0,27.1,51.0,1.3,,1015.9,0.0,0.0,0.0,
2016-12-06 19:35:00,35,20.8,70.0,27.1,51.0,2.7,,1016.0,0.0,0.0,0.0,
2016-12-06 19:40:00,36,20.8,70.0,27.1,51.0,2.7,,1016.1,0.0,0.0,0.0,
2016-12-06 19:45:00,37,20.7,70.0,27.1,51.0,4.5,,1016.2,0.0,0.0,0.0,
2016-12-06 19:50:00,38,20.6,70.0,27.1,51.0,3.6,,1016.2,0.0,0.0,0.0,
2016-12-06 19:55:00,39,20.6,70.0,27.1,51.0,0.9,,1016.2,0.0,0.0,0.0,
2016-12-06 20:00:00,40,20.5,71.0,27.1,51.0,1.8,,1016.2,0.0,0.0,0.0,
2016-12-06 20:05:00,41,20.4,71.0,27.1,51.0,0.9,,1016.3,0.0,0.0,0.0,
2016-12-06 20:10:00,42,20.4,71.0,27.1,51.0,1.3,,1016.4,0.0,0.0,0.0,
2016-12-06 20:15:00,43,20.4,71.0,27.1,51.0,2.7,,1016.3,0.0,0.0,0.0,
2016-12-06 20:20:00,44,20.4,71.0,27.1,51.0,4.5,,1016.2,0.0,0.0,0.0,
2016-12-06 20:25:00,45,20.4,71.0,27.1,51.0,1.8,,1016.1,0.0,0.0,0.0,
2016-12-06 20:30:00,46,20.4,71.0,27.1,51.0,1.3,,1016.1,0.0,0.0,0.0,
2016-12-06 20:35:00,47,20.4,71.0,27.1,51.0,0.9,,1016.2,0.0,0.0,0.0,
2016-12-06 20:40:00,48,20.5,70.0,27.1,51.0,2.2,,1016.2,0.0,0.0,0.0,
2016-12-06 20:45:00,49,20.5,70.0,27.1,51.0,2.7,,1016.3,0.0,0.0,0.0,
2016-12-06 20:50:00,50,20.4,71.0,27.1,51.0,2.2,,1016.3,0.0,0.0,0.0,
2016-12-06 20:55:00,51,20.4,71.0,27.1,51.0,2.7,,1016.4,0.0,0.0,0.0,
2016-12-06 21:00:00,52,20.4,71.0,27.1,51.0,3.6,,1016.4,0.0,0.0,0.0,
2016-12-06 21:05:00,53,20.3,71.0,27.1,51.0,4.5,,1016.4,0.0,0.0,0.0,
2016-12-06 21:10:00,54,20.3,71.0,27.1,51.0,4.0,,1016.5,0.0,0.0,0.0,
2016-12-06 21:15:00,55,20.3,71.0,27.1,51.0,2.7,,1016.5,0.0,0.0,0.0,
2016-12-06 21:20:00,56,20.3,71.0,27.1,51.0,1.3,,1016.5,0.0,0.0,0.0,
2016-12-06 21:25:00,57,20.3,71.0,27.1,51.0,2.7,,1016.5,0.0,0.0,0.0,
2016-12-06 21:30:00,58,20.3,71.0,27.1,51.0,0.9,,1016.3,0.0,0.0,0.0,
2016-12-06 21:35:00,59,20.3,71.0,27.1,51.0,0.9,,1016.4,0.0,0.0,0.0,
2016-12-06 21:40:00,60,20.3,71.0,27.1,51.0,0.4,,1016.5,0.0,0.0,0.0,
2016-12-06 21:45:00,61,20.3,71.0,27.1,51.0,2.2,,1016.5,0.0,0.0,0.0,
2016-12-06 21:50:00,62,20.3,71.0,27.1,51.0,1.3,,1016.5,0.0,0.0,0.0,
2016-12-06 21:55:00,63,20.3,71.0,27.1,51.0,1.3,,1016.5,0.0,0.0,0.0,
2016-12-06 22:00:00,64,20.3,72.0,27.1,51.0,1.8,,1016.6,0.0,0.0,0.0,
2016-12-06 22:05:00,65,20.3,71.0,27.1,51.0,3.6,,1016.6,0.0,0.0,0.0,
2016-12-06 22:10:00,66,20.3,71.0,27.1,51.0,2.2,,1016.5,0.0,0.0,0.0,
2016-12-06 22:15:00,67,20.3,71.0,27.1,51.0,1.3,,1016.5,0.0,0.0,0.0,
2016-12-06 22:20:00,68,20.3,72.0,27.1,51.0,0.9,,1016.6,0.0,0.0,0.0,
2016-12-06 22:25:00,69,20.3,71.0,27.1,51.0,2.2,,1016.5,0.0,0.0,0.0,
2016-12-06 22:30:00,70,20.2,71.0,27.1,51.0,5.4,,1016.5,0.0,0.0,0.0,
2016-12-06 22:35:00,71,20.1,71.0,27.1,51.0,1.8,,1016.5,0.0,0.0,0.0,
2016-12-06 22:40:00,72,20.1,72.0,27.1,51.0,1.8,,1016.5,0.0,0.0,0.0,
2016-12-06 22:45:00,73,20.0,72.0,27.1,51.0,2.2,,1016.5,0.0,0.0,0.0,
2016-12-06 22:50:00,74,19.9,72.0,27.1,51.0,2.2,,1016.4,0.0,0.0,0.0,
2016-12-06 22:55:00,75,19.9,72.0,27.1,51.0,2.7,,1016.5,0.0,0.0,0.0,
2016-12-06 23:00:00,76,19.9,72.0,27.1,51.0,2.7,,1016.4,0.0,0.0,0.0,
2016-12-06 23:05:00,77,19.9,72.0,27.1,51.0,4.0,,1016.3,0.0,0.0,0.0,
2016-12-06 23:10:00,78,19.9,72.0,27.1,50.0,2.2,,1016.3,0.0,0.0,0.0,
2016-12-06 23:15:00,79,19.9,72.0,27.1,50.0,0.4,,1016.3,0.0,0.0,0.0,
2016-12-06 23:20:00,80,19.9,72.0,27.1,51.0,2.2,,1016.3,0.0,0.0,0.0,
2016-12-06 23:25:00,81,19.9,72.0,27.1,51.0,1.8,,1016.2,0.0,0.0,0.0,
2016-12-06 23:30:00,82,19.8,73.0,27.1,50.0,0.9,,1016.2,0.0,0.0,0.0,
2016-12-06 23:35:00,83,19.8,73.0,27.1,50.0,1.3,,1016.2,0.0,0.0,0.0,
2016-12-06 23:40:00,84,19.8,73.0,27.1,50.0,1.8,,1016.2,0.0,0.0,0.0,
2016-12-06 23:45:00,85,19.8,73.0,27.0,50.0,1.8,,1016.1,0.0,0.0,0.0,
2016-12-06 23:50:00,86,19.8,73.0,27.1,50.0,0.4,,1016.1,0.0,0.0,0.0,
2016-12-06 23:55:00,87,19.9,73.0,27.1,50.0,1.3,,1016.1,0.0,0.0,0.0,
2016-12-07 00:00:00,88,19.9,73.0,27.1,50.0,1.3,,1016.1,0.0,0.0,0.0,
2016-12-07 00:05:00,89,19.9,73.0,27.1,50.0,1.3,,1016.0,0.0,0.0,0.0,
2016-12-07 00:10:00,90,19.9,73.0,27.1,50.0,1.8,,1016.0,0.0,0.0,0.0,
2016-12-07 00:15:00,91,19.9,73.0,27.1,50.0,0.9,,1016.0,0.0,0.0,0.0,
2016-12-07 00:20:00,92,19.9,73.0,27.1,50.0,1.3,,1015.9,0.0,0.0,0.0,
2016-12-07 00:25:00,93,19.9,73.0,27.1,50.0,2.2,,1015.9,0.0,0.0,0.0,
2016-12-07 00:30:00,94,19.9,74.0,27.1,50.0,1.8,,1015.9,0.0,0.0,0.0,
2016-12-07 00:35:00,95,19.8,73.0,27.0,50.0,1.3,,1016.0,0.0,0.0,0.0,
2016-12-07 00:40:00,96,19.8,74.0,27.0,50.0,1.8,,1016.0,0.0,0.0,0.0,
2016-12-07 00:45:00,97,19.8,74.0,27.1,50.0,1.8,,1015.9,0.0,0.0,0.0,
2016-12-07 00:50:00,98,19.7,74.0,27.1,50.0,2.2,,1016.0,0.0,0.0,0.0,
2016-12-07 00:55:00,99,19.8,74.0,27.0,50.0,0.9,,1016.0,0.0,0.0,0.0,
2016-12-07 01:00:00,100,19.8,74.0,27.0,50.0,0.9,,1015.9,0.0,0.0,0.0,
2016-12-07 01:05:00,101,19.8,74.0,27.0,50.0,1.8,,1015.9,0.0,0.0,0.0,
2016-12-07 01:10:00,102,19.8,74.0,27.0,50.0,1.3,,1015.9,0.0,0.0,0.0,
2016-12-07 01:15:00,103,19.8,74.0,27.0,50.0,2.7,,1015.8,0.0,0.0,0.0,
2016-12-07 01:20:00,104,19.8,74.0,27.0,50.0,1.3,,1015.7,0.0,0.0,0.0,
2016-12-07 01:25:00,105,19.8,74.0,27.0,50.0,1.3,,1015.7,0.0,0.0,0.0,
2016-12-07 01:30:00,106,19.8,74.0,27.1,50.0,1.8,,1015.5,0.0,0.0,0.0,
2016-12-07 01:35:00,107,19.8,74.0,27.1,50.0,0.9,,1015.6,0.0,0.0,0.0,
2016-12-07 01:40:00,108,19.8,74.0,27.0,50.0,0.9,,1015.6,0.0,0.0,0.0,
2016-12-07 01:45:00,109,19.8,74.0,27.0,50.0,1.3,,1015.6,0.0,0.0,0.0,
2016-12-07 01:50:00,110,19.8,74.0,27.0,50.0,3.6,,1015.6,0.0,0.0,0.0,
2016-12-07 01:55:00,111,19.8,74.0,27.0,50.0,2.2,,1015.7,0.0,0.0,0.0,
2016-12-07 02:00:00,112,19.8,75.0,27.0,50.0,0.9,,1015.7,0.0,0.0,0.0,
2016-12-07 02:05:00,113,19.7,75.0,27.0,50.0,0.4,,1015.8,0.0,0.0,0.0,
2016-12-07 02:10:00,114,19.7,75.0,27.0,50.0,0.9,,1015.7,0.0,0.0,0.0,
2016-12-07 02:15:00,115,19.7,75.0,27.0,50.0,1.3,,1015.7,0.0,0.0,0.0,
2016-12-07 02:20:00,116,19.6,75.0,27.0,50.0,1.8,,1015.6,0.0,0.0,0.0,
2016-12-07 02:25:00,117,19.5,76.0,27.0,50.0,1.3,,1015.6,0.0,0.0,0.0,
2016-12-07 02:30:00,118,19.5,76.0,27.0,50.0,1.3,,1015.6,0.0,0.0,0.0,
2016-12-07 02:35:00,119,19.5,76.0,27.0,50.0,1.3,,1015.5,0.0,0.0,0.0,
2016-12-07 02:40:00,120,19.6,76.0,27.0,50.0,0.4,,1015.6,0.0,0.0,0.0,
2016-12-07 02:45:00,121,19.6,76.0,27.0,50.0,1.8,,1015.5,0.0,0.0,0.0,
2016-12-07 02:50:00,122,19.6,76.0,27.0,50.0,1.3,,1015.5,0.0,0.0,0.0,
2016-12-07 02:55:00,123,19.6,76.0,27.0,50.0,1.8,,1015.6,0.0,0.0,0.0,
2016-12-07 03:00:00,124,19.6,76.0,27.0,50.0,1.8,,1015.5,0.0,0.0,0.0,
2016-12-07 03:05:00,125,19.5,76.0,27.0,50.0,3.6,,1015.4,0.0,0.0,0.0,
2016-12-07 03:10:00,126,19.4,76.0,27.0,50.0,1.8,,1015.4,0.0,0.0,0.0,
2016-12-07 03:15:00,127,19.4,76.0,27.0,50.0,2.2,,1015.3,0.0,0.0,0.0,
2016-12-07 03:20:00,128,19.4,76.0,27.1,50.0,0.9,,1015.1,0.0,0.0,0.0,
2016-12-07 03:25:00,129,19.3,76.0,27.0,50.0,0.9,,1015.2,0.0,0.0,0.0,
2016-12-07 03:30:00,130,19.4,76.0,27.0,50.0,1.8,,1015.2,0.0,0.0,0.0,
2016-12-07 03:35:00,131,19.4,76.0,27.0,50.0,1.3,,1015.2,0.0,0.0,0.0,
2016-12-07 03:40:00,132,19.4,77.0,27.0,50.0,0.9,,1015.0,0.0,0.0,0.0,
2016-12-07 03:45:00,133,19.4,77.0,27.0,50.0,1.8,,1015.0,0.0,0.0,0.0,
2016-12-07 03:50:00,134,19.4,77.0,27.1,50.0,1.3,,1014.9,0.0,0.0,0.0,
2016-12-07 03:55:00,135,19.4,76.0,27.0,50.0,2.7,,1014.9,0.0,0.0,0.0,
2016-12-07 04:00:00,136,19.4,76.0,27.0,50.0,0.9,,1014.9,0.0,0.0,0.0,
2016-12-07 04:05:00,137,19.4,77.0,27.0,50.0,1.3,,1014.9,0.0,0.0,0.0,
2016-12-07 04:10:00,138,19.4,77.0,27.0,50.0,1.8,,1014.9,0.0,0.0,0.0,
2016-12-07 04:15:00,139,19.4,77.0,27.0,50.0,1.3,,1015.0,0.0,0.0,0.0,
2016-12-07 04:20:00,140,19.4,77.0,27.0,50.0,1.3,,1015.0,0.0,0.0,0.0,
2016-12-07 04:25:00,141,19.4,77.0,27.0,50.0,0.9,,1015.0,0.0,0.0,0.0,
2016-12-07 04:30:00,142,19.4,77.0,27.0,50.0,2.2,,1015.1,0.0,0.0,0.0,
2016-12-07 04:35:00,143,19.4,77.0,27.0,50.0,0.4,,1015.0,0.0,0.0,0.0,
2016-12-07 04:40:00,144,19.4,77.0,27.0,50.0,1.8,,1015.0,0.0,0.0,0.0,
2016-12-07 04:45:00,145,19.5,77.0,27.0,50.0,0.9,,1015.0,0.0,0.0,0.0,
2016-12-07 04:50:00,146,19.5,77.0,27.0,50.0,,,1014.8,0.0,0.0,0.0,
2016-12-07 04:55:00,147,19.6,77.0,27.0,50.0,1.8,,1014.9,0.0,0.0,0.0,
2016-12-07 05:00:00,148,19.5,77.0,27.0,49.0,0.9,,1014.8,0.0,0.0,0.0,
2016-12-07 05:05:00,149,19.5,77.0,27.0,49.0,1.3,,1014.8,0.0,0.0,0.0,
2016-12-07 05:10:00,150,19.6,77.0,26.9,49.0,0.9,,1014.9,0.0,0.0,0.0,
2016-12-07 05:15:00,151,19.6,77.0,27.0,49.0,0.4,,1014.9,0.0,0.0,0.0,
2016-12-07 05:20:00,152,19.6,77.0,26.9,49.0,0.9,,1014.9,0.0,0.0,0.0,
2016-12-07 05:25:00,153,19.6,77.0,27.0,49.0,2.2,,1014.8,0.0,0.0,0.0,
2016-12-07 05:30:00,154,19.6,77.0,27.0,49.0,0.4,,1014.9,0.0,0.0,0.0,
2016-12-07 05:35:00,155,19.7,77.0,27.0,49.0,0.9,,1015.1,0.0,0.0,0.0,
2016-12-07 05:40:00,156,19.7,77.0,27.0,49.0,2.7,,1015.1,0.0,0.0,0.0,
2016-12-07 05:45:00,157,19.7,77.0,27.0,49.0,1.3,,1015.0,0.0,0.0,0.0,
2016-12-07 05:50:00,158,19.7,77.0,26.9,49.0,0.9,,1014.9,0.0,0.0,0.0,
2016-12-07 05:55:00,159,19.7,77.0,26.9,49.0,1.3,,1014.9,0.0,0.0,0.0,
2016-12-07 06:00:00,160,19.7,77.0,27.0,49.0,0.4,,1015.0,0.0,0.0,0.0,
2016-12-07 06:05:00,161,19.7,77.0,27.0,49.0,0.9,,1015.2,0.0,0.0,0.0,
2016-12-07 06:10:00,162,19.7,76.0,26.9,49.0,2.2,,1015.2,0.0,0.0,0.0,
2016-12-07 06:15:00,163,19.7,77.0,27.0,49.0,1.3,,1015.4,0.0,0.0,0.0,
2016-12-07 06:20:00,164,19.6,77.0,26.9,49.0,0.4,,1015.5,0.0,0.0,0.0,
2016-12-07 06:25:00,165,19.4,78.0,26.9,49.0,1.8,,1015.5,0.0,0.0,0.0,
2016-12-07 06:30:00,166,19.4,79.0,26.9,49.0,3.6,,1015.5,0.0,0.0,0.0,
2016-12-07 06:35:00,167,19.2,79.0,27.0,49.0,1.8,,1015.5,0.0,5.0,0.0,
2016-12-07 06:40:00,168,19.2,80.0,27.0,49.0,2.7,,1015.6,0.0,11.0,0.0,
2016-12-07 06:45:00,169,19.2,80.0,27.0,49.0,1.3,,1015.7,0.0,14.0,0.0,
2016-12-07 06:50:00,170,19.1,80.0,27.0,49.0,2.2,,1015.9,0.0,16.0,0.0,
2016-12-07 06:55:00,171,19.2,80.0,27.0,49.0,1.3,,1015.9,0.0,21.0,0.0,
2016-12-07 07:00:00,172,19.2,80.0,27.0,49.0,2.2,,1016.1,0.0,18.0,0.0,
2016-12-07 07:05:00,173,19.2,80.0,26.9,49.0,1.8,,1016.2,0.0,19.0,0.0,
2016-12-07 07:10:00,174,19.2,80.0,27.0,49.0,2.2,,1016.0,0.0,40.0,0.0,
2016-12-07 07:15:00,175,19.2,80.0,27.0,49.0,0.9,,1015.8,0.0,74.0,0.0,
2016-12-07 07:20:00,176,19.2,80.0,27.0,49.0,2.7,,1015.9,0.0,77.0,0.0,
2016-12-07 07:25:00,177,19.2,80.0,27.0,49.0,1.3,,1015.8,0.0,72.0,0.0,
2016-12-07 07:30:00,178,19.3,80.0,27.0,49.0,1.8,,1015.8,0.0,83.0,0.0,
2016-12-07 07:35:00,179,19.3,79.0,27.0,49.0,2.7,,1015.9,0.0,79.0,0.0,
2016-12-07 07:40:00,180,19.3,80.0,26.9,49.0,1.8,,1016.0,0.0,81.0,0.0,
2016-12-07 07:45:00,181,19.3,80.0,27.0,49.0,2.2,,1016.0,0.0,102.0,0.0,
2016-12-07 07:50:00,182,19.6,79.0,27.0,49.0,2.2,,1016.0,0.0,155.0,0.0,
2016-12-07 07:55:00,183,19.7,79.0,26.9,49.0,3.6,,1016.1,0.0,155.0,0.0,
2016-12-07 08:00:00,184,19.6,79.0,26.9,49.0,2.7,,1016.1,0.0,149.0,0.0,
2016-12-07 08:05:00,185,19.7,79.0,26.9,49.0,2.2,,1016.1,0.0,153.0,0.0,
2016-12-07 08:10:00,186,19.8,79.0,26.9,49.0,2.2,,1016.1,0.0,181.0,0.5,
2016-12-07 08:15:00,187,19.9,79.0,26.9,49.0,1.8,,1016.1,0.0,195.0,0.6,
2016-12-07 08:20:00,188,20.1,78.0,26.9,49.0,3.1,,1016.2,0.0,171.0,0.5,
2016-12-07 08:25:00,189,20.2,78.0,26.9,49.0,4.5,,1016.2,0.0,167.0,0.6,
2016-12-07 08:30:00,190,20.3,78.0,27.0,49.0,1.8,,1016.1,0.0,174.0,0.8,
2016-12-07 08:35:00,191,20.3,78.0,27.0,49.0,2.2,,1016.2,0.0,225.0,0.9,
2016-12-07 08:40:00,192,20.3,78.0,26.9,49.0,1.3,,1016.3,0.0,214.0,1.0,
2016-12-07 08:45:00,193,20.3,78.0,26.9,49.0,4.5,,1016.3,0.0,207.0,1.1,
2016-12-07 08:50:00,194,20.4,78.0,26.9,50.0,2.2,,1016.3,0.0,320.0,1.3,
2016-12-07 08:55:00,195,20.6,78.0,26.9,50.0,0.9,,1016.2,0.0,308.0,1.4,
2016-12-07 09:00:00,196,20.9,77.0,26.8,50.0,2.2,,1016.2,0.0,329.0,1.6,
2016-12-07 09:05:00,197,21.0,77.0,26.8,50.0,2.7,,1016.0,0.0,404.0,1.7,
2016-12-07 09:10:00,198,21.1,77.0,26.7,50.0,2.2,,1016.1,0.0,204.0,1.5,
2016-12-07 09:15:00,199,21.2,77.0,26.7,50.0,1.3,,1016.0,0.0,216.0,1.5,
2016-12-07 09:20:00,200,21.4,77.0,26.6,50.0,1.8,,1016.1,0.0,462.0,2.0,
2016-12-07 09:25:00,201,21.6,75.0,26.6,50.0,0.9,,1016.1,0.0,446.0,2.1,
2016-12-07 09:30:00,202,21.8,75.0,26.5,50.0,1.3,,1016.1,0.0,464.0,2.2,
2016-12-07 09:35:00,203,21.9,74.0,26.5,50.0,2.2,,1016.1,0.0,482.0,2.4,
2016-12-07 09:40:00,204,22.2,74.0,26.4,50.0,1.8,,1016.1,0.0,501.0,2.5,
2016-12-07 09:45:00,205,22.3,73.0,26.4,50.0,2.2,,1016.2,0.0,468.0,2.5,
2016-12-07 09:50:00,206,22.4,73.0,26.4,51.0,0.9,,1016.1,0.0,510.0,2.7,
2016-12-07 09:55:00,207,22.6,72.0,26.3,51.0,2.7,,1016.0,0.0,504.0,2.8,
2016-12-07 10:00:00,208,22.7,72.0,26.3,51.0,1.3,,1015.8,0.0,524.0,3.0,
2016-12-07 10:05:00,209,22.7,72.0,26.3,51.0,1.3,,1015.7,0.0,552.0,3.1,
2016-12-07 10:10:00,210,22.9,71.0,26.3,51.0,0.9,,1015.5,0.0,598.0,3.2,
2016-12-07 10:15:00,211,23.0,72.0,26.2,51.0,1.8,,1015.5,0.0,346.0,2.6,
2016-12-07 10:20:00,212,23.2,70.0,26.2,51.0,1.3,,1015.4,0.0,281.0,2.6,
2016-12-07 10:25:00,213,23.2,70.0,26.2,51.0,1.8,,1015.4,0.0,504.0,3.2,
2016-12-07 10:30:00,214,23.3,71.0,26.2,51.0,1.8,,1015.4,0.0,594.0,3.6,
2016-12-07 10:35:00,215,23.3,70.0,26.2,51.0,0.9,,1015.3,0.0,570.0,3.6,
2016-12-07 10:40:00,216,23.4,71.0,26.1,51.0,0.9,,1015.2,0.0,594.0,3.8,
2016-12-07 10:45:00,217,23.3,70.0,26.1,51.0,1.3,,1015.3,0.0,608.0,3.9,
2016-12-07 10:50:00,218,23.4,71.0,26.1,52.0,2.7,,1015.2,0.0,538.0,3.9,
2016-12-07 10:55:00,219,23.5,70.0,26.1,52.0,0.4,,1015.2,0.0,610.0,3.9,
2016-12-07 11:00:00,220,23.6,70.0,26.1,52.0,1.8,,1015.2,0.0,610.0,3.9,
2016-12-07 11:05:00,221,23.6,71.0,26.0,52.0,0.4,,1015.2,0.0,594.0,3.9,
2016-12-07 11:10:00,222,23.9,69.0,26.1,52.0,0.9,,1015.2,0.0,571.0,3.9,
2016-12-07 11:15:00,223,24.0,69.0,26.0,52.0,1.3,,1015.1,0.0,605.0,3.9,
2016-12-07 11:20:00,224,24.1,69.0,26.1,52.0,0.9,,1014.9,0.0,682.0,4.2,
2016-12-07 11:25:00,225,24.2,69.0,26.0,52.0,0.9,,1014.7,0.0,724.0,4.5,
2016-12-07 11:30:00,226,24.3,69.0,26.0,52.0,2.7,,1014.7,0.0,749.0,4.7,
2016-12-07 11:35:00,227,24.2,69.0,26.0,52.0,1.8,,1014.6,0.0,617.0,4.1,
2016-12-07 11:40:00,228,24.3,69.0,26.0,52.0,2.2,,1014.5,0.0,645.0,4.2,
2016-12-07 11:45:00,229,24.3,68.0,26.0,52.0,1.8,,1014.5,0.0,548.0,4.3,
2016-12-07 11:50:00,230,24.4,68.0,26.0,52.0,0.9,,1014.4,0.0,719.0,4.5,
2016-12-07 11:55:00,231,24.3,68.0,25.9,52.0,2.2,,1014.3,0.0,557.0,3.8,
2016-12-07 12:00:00,232,24.2,69.0,25.9,52.0,1.3,,1014.2,0.0,422.0,3.4,
2016-12-07 12:05:00,233,24.3,69.0,25.9,53.0,0.9,,1014.2,0.0,387.0,3.2,
2016-12-07 12:10:00,234,24.3,69.0,25.9,53.0,0.9,,1014.1,0.0,373.0,3.2,
2016-12-07 12:15:00,235,24.3,69.0,25.9,53.0,4.5,,1014.1,0.0,476.0,3.6,
2016-12-07 12:20:00,236,24.1,70.0,25.9,53.0,4.0,,1014.0,0.0,401.0,3.4,
2016-12-07 12:25:00,237,24.1,70.0,25.9,53.0,3.6,,1013.9,0.0,443.0,3.5,
2016-12-07 12:30:00,238,24.2,70.0,25.9,53.0,2.2,,1013.7,0.0,346.0,3.1,
2016-12-07 12:35:00,239,24.2,69.0,25.9,53.0,2.2,,1013.6,0.0,288.0,2.9,
2016-12-07 12:40:00,240,24.1,70.0,25.9,53.0,2.2,,1013.6,0.0,304.0,2.8,
2016-12-07 12:45:00,241,24.2,69.0,25.9,53.0,1.8,,1013.5,0.0,383.0,3.2,
2016-12-07 12:50:00,242,24.2,69.0,25.8,53.0,0.9,,1013.1,0.0,775.0,4.3,
2016-12-07 12:55:00,243,24.2,69.0,25.8,53.0,1.8,,1013.2,0.0,374.0,3.1,
2016-12-07 13:00:00,244,24.2,70.0,25.8,53.0,0.9,,1013.1,0.0,343.0,2.9,
2016-12-07 13:05:00,245,24.1,69.0,25.8,53.0,1.3,,1013.0,0.0,330.0,2.8,
2016-12-07 13:10:00,246,24.2,70.0,25.8,53.0,0.9,,1012.8,0.0,318.0,2.7,
2016-12-07 13:15:00,247,24.3,69.0,25.8,54.0,2.7,,1012.9,0.0,345.0,2.9,
2016-12-07 13:20:00,248,24.2,70.0,25.7,54.0,2.7,,1012.9,0.0,329.0,2.6,
2016-12-07 13:25:00,249,24.2,70.0,25.7,54.0,1.8,,1012.9,0.0,308.0,2.5,
2016-12-07 13:30:00,250,24.2,70.0,25.7,54.0,2.2,,1012.7,0.0,322.0,2.5,
2016-12-07 13:35:00,251,24.1,70.0,25.7,54.0,1.8,,1012.7,0.0,359.0,2.6,
2016-12-07 13:40:00,252,24.3,70.0,25.7,54.0,0.9,,1012.8,0.0,364.0,2.5,
2016-12-07 13:45:00,253,24.4,70.0,25.7,54.0,1.3,,1012.7,0.0,429.0,2.7,
2016-12-07 13:50:00,254,24.4,70.0,25.7,54.0,1.8,,1012.7,0.0,376.0,2.4,
2016-12-07 13:55:00,255,24.3,71.0,25.7,54.0,0.9,,1012.6,0.0,345.0,2.2,
2016-12-07 14:00:00,256,24.5,70.0,25.7,54.0,0.4,,1012.5,0.0,308.0,2.1,
2016-12-07 14:05:00,257,24.4,70.0,25.7,54.0,0.9,,1012.5,0.0,309.0,2.0,
2016-12-07 14:10:00,258,24.3,70.0,25.7,54.0,3.1,,1012.3,0.0,338.0,2.0,
2016-12-07 14:15:00,259,24.3,70.0,25.7,55.0,2.7,,1012.3,0.0,596.0,2.5,
